,date,applicant_id,program,intake,cohort,gender,age_on_program_start,months_work_experience,years_work_experience,nationality,other_nationality,applicant_state,submitted_on,submitted_days_ago
1300,2023-03-30,1800,Master in Management,September 2022,Master in Management September 2022,Male,23,12.0,1.0,Russian Federation,,enrolled,2021-09-25,551
1301,2023-03-30,1802,Master in Finance,September 2022,Master in Finance September 2022,Female,23,6.0,0.5,China,,on_hold,2021-10-11,535
1302,2023-03-30,1804,Master in Management,September 2022,Master in Management September 2022,Male,23,7.0,0.5833333333333334,Egypt,,rejected,2021-10-17,529
1303,2023-03-30,1805,Master in Finance,September 2022,Master in Finance September 2022,Female,23,0.0,0.0,India,,on_hold,2022-08-06,236
1304,2023-03-30,1806,Master in Finance,September 2022,Master in Finance September 2022,Male,21,0.0,0.0,India,,rejected,2021-11-11,504
1305,2023-03-30,1807,Master in Finance,September 2023,Master in Finance September 2023,Female,22,0.0,0.0,Russian Federation,,pending_offer,2023-03-05,25
1306,2023-03-30,1808,Master in Finance,September 2021,Master in Finance September 2021,Female,22,0.0,0.0,India,Serbia,enrolled,2020-10-21,890
1307,2023-03-30,1809,Master in Finance,September 2023,Master in Finance September 2023,Male,22,11.0,0.9166666666666666,Russian Federation,,declined_offer,2022-12-13,107
1308,2023-03-30,1811,Master in Marketing,September 2022,Master in Marketing September 2022,Female,23,8.0,0.6666666666666666,China,,declined_offer,2022-08-16,226
1309,2023-03-30,1813,Master in Marketing,September 2023,Master in Marketing September 2023,Male,24,15.0,1.25,Russian Federation,,enrolled,2022-12-19,101
1310,2023-03-30,1814,Master in Management,September 2022,Master in Management September 2022,Male,23,21.0,1.75,Portugal,,enrolled,2022-05-02,332
1311,2023-03-30,1815,Master in Finance,September 2021,Master in Finance September 2021,Male,23,0.0,0.0,India,,declined_offer,2020-11-07,873
1312,2023-03-30,1818,Master in Management,September 2023,Master in Management September 2023,Male,23,7.0,0.5833333333333334,Germany,,rejected,2022-10-31,150
1313,2023-03-30,1820,Master in Marketing,September 2021,Master in Marketing September 2021,Female,24,2.0,0.16666666666666666,India,,rejected,2020-10-15,896
1314,2023-03-30,1821,Master in Marketing,September 2023,Master in Marketing September 2023,Female,23,0.0,0.0,Korea,,enrolled,2022-11-24,126
1315,2023-03-30,1823,Master in Management,September 2021,Master in Management September 2021,Male,22,2.0,0.16666666666666666,India,,rejected,2021-08-12,595
1316,2023-03-30,1825,Master in Finance,September 2022,Master in Finance September 2022,Female,22,0.0,0.0,Venezuela,,enrolled,2022-05-05,329
1317,2023-03-30,1826,Master in Management,September 2022,Master in Management September 2022,Female,24,7.0,0.5833333333333334,Korea,,declined_offer,2022-05-01,333
1318,2023-03-30,1827,Master in Management,September 2022,Master in Management September 2022,Female,22,0.0,0.0,United States,,declined_offer,2022-08-09,233
1319,2023-03-30,1828,Master in Management,September 2022,Master in Management September 2022,Female,23,0.0,0.0,India,,enrolled,2021-10-12,534
1320,2023-03-30,1829,Master in Management,September 2022,Master in Management September 2022,Female,21,0.0,0.0,Germany,,rejected,2022-02-28,395
1321,2023-03-30,1830,Master in Management,September 2021,Master in Management September 2021,Male,23,16.0,1.3333333333333333,Hungary,,withdrawn,2020-10-11,900
1322,2023-03-30,1833,Master in Management,September 2021,Master in Management September 2021,Female,24,0.0,0.0,Taiwan,,enrolled,2020-12-08,842
1323,2023-03-30,1834,Master in Management,September 2021,Master in Management September 2021,Female,21,3.0,0.25,China,,declined_offer,2020-10-04,907
1324,2023-03-30,1835,Master in Finance,September 2021,Master in Finance September 2021,Female,23,4.0,0.3333333333333333,India,Czech Republic,withdrawn,2021-05-31,668
1325,2023-03-30,1836,Master in Management,September 2021,Master in Management September 2021,Male,24,7.0,0.5833333333333334,China,,declined_offer,2021-04-18,711
1326,2023-03-30,1838,Master in Management,September 2022,Master in Management September 2022,Male,21,15.0,1.25,India,,withdrawn,2021-11-23,492
1327,2023-03-30,1839,Master in Marketing,September 2021,Master in Marketing September 2021,Male,21,2.0,0.16666666666666666,India,,rejected,2021-06-05,663
1328,2023-03-30,1840,Master in Management,September 2023,Master in Management September 2023,Male,22,7.0,0.5833333333333334,Spain,,review_in_progress,2023-03-18,12
1329,2023-03-30,1841,Master in Finance,September 2022,Master in Finance September 2022,Male,24,12.0,1.0,China,,declined_offer,2021-09-15,561
1330,2023-03-30,1843,Master in Finance,September 2023,Master in Finance September 2023,Female,25,11.0,0.9166666666666666,Kenya,Morocco,enrolled,2022-12-08,112
1331,2023-03-30,1845,Master in Management,September 2023,Master in Management September 2023,Male,22,19.0,1.5833333333333333,India,,review_in_progress,2023-03-23,7
1332,2023-03-30,1846,Master in Finance,September 2021,Master in Finance September 2021,Male,23,12.0,1.0,India,Estonia,rejected,2020-11-19,861
1333,2023-03-30,1847,Master in Management,September 2022,Master in Management September 2022,Male,25,0.0,0.0,Pakistan,,rejected,2022-07-07,266
1334,2023-03-30,1848,Master in Finance,September 2021,Master in Finance September 2021,Male,21,0.0,0.0,India,,declined_offer,2021-04-01,728
1335,2023-03-30,1850,Master in Marketing,September 2023,Master in Marketing September 2023,Male,23,8.0,0.6666666666666666,China,,enrolled,2023-01-14,75
1336,2023-03-30,1851,Master in Management,September 2023,Master in Management September 2023,Female,22,0.0,0.0,Peru,,declined_offer,2023-01-06,83
1337,2023-03-30,1852,Master in Finance,September 2023,Master in Finance September 2023,Female,24,17.0,1.4166666666666667,Germany,,pending_offer,2023-03-05,25
1338,2023-03-30,1853,Master in Marketing,September 2021,Master in Marketing September 2021,Female,21,0.0,0.0,Kenya,Ukraine,rejected,2021-06-20,648
1339,2023-03-30,1854,Master in Marketing,September 2022,Master in Marketing September 2022,Male,25,10.0,0.8333333333333334,Spain,Japan,rejected,2022-03-12,383
1340,2023-03-30,1855,Master in Finance,September 2022,Master in Finance September 2022,Male,23,4.0,0.3333333333333333,Germany,,declined_offer,2021-11-27,488
1341,2023-03-30,1857,Master in Finance,September 2023,Master in Finance September 2023,Male,26,10.0,0.8333333333333334,India,,rejected,2022-12-03,117
1342,2023-03-30,1858,Master in Marketing,September 2022,Master in Marketing September 2022,Male,22,0.0,0.0,Germany,,declined_offer,2022-04-23,341
1343,2023-03-30,1859,Master in Finance,September 2021,Master in Finance September 2021,Male,22,0.0,0.0,Russian Federation,,declined_offer,2020-12-26,824
1344,2023-03-30,1860,Master in Finance,September 2021,Master in Finance September 2021,Male,21,0.0,0.0,China,,deferred,2020-11-08,872
1345,2023-03-30,1861,Master in Management,September 2022,Master in Management September 2022,Male,22,0.0,0.0,India,,rejected,2021-10-29,517
1346,2023-03-30,1862,Master in Marketing,September 2023,Master in Marketing September 2023,Male,26,17.0,1.4166666666666667,China,Hungary,rejected,2023-02-27,31
1347,2023-03-30,1863,Master in Finance,September 2022,Master in Finance September 2022,Male,22,5.0,0.4166666666666667,Russian Federation,,enrolled,2022-02-11,412
1348,2023-03-30,1867,Master in Finance,September 2022,Master in Finance September 2022,Male,20,0.0,0.0,India,,on_hold,2022-04-03,361
1349,2023-03-30,1868,Master in Finance,September 2023,Master in Finance September 2023,Female,20,0.0,0.0,China,,on_hold,2022-10-08,173
1350,2023-03-30,1869,Master in Finance,September 2023,Master in Finance September 2023,Female,23,4.0,0.3333333333333333,Taiwan,,rejected,2022-11-28,122
1351,2023-03-30,1870,Master in Management,September 2023,Master in Management September 2023,Male,20,0.0,0.0,Italy,,enrolled,2022-12-20,100
1352,2023-03-30,1871,Master in Management,September 2023,Master in Management September 2023,Female,22,0.0,0.0,Georgia,,rejected,2023-02-03,55
1353,2023-03-30,1872,Master in Finance,September 2023,Master in Finance September 2023,Female,25,24.0,2.0,China,,rejected,2023-01-25,64
1354,2023-03-30,1873,Master in Marketing,September 2023,Master in Marketing September 2023,Female,27,0.0,0.0,China,,declined_offer,2022-11-16,134
1355,2023-03-30,1874,Master in Finance,September 2022,Master in Finance September 2022,Female,22,0.0,0.0,China,,rejected,2022-03-04,391
1356,2023-03-30,1876,Master in Management,September 2022,Master in Management September 2022,Male,36,15.0,1.25,Russian Federation,,enrolled,2022-04-17,347
1357,2023-03-30,1877,Master in Marketing,September 2023,Master in Marketing September 2023,Male,24,15.0,1.25,Russian Federation,,enrolled,2022-10-15,166
1358,2023-03-30,1878,Master in Finance,September 2021,Master in Finance September 2021,Male,26,9.0,0.75,France,,declined_offer,2021-05-19,680
1359,2023-03-30,1879,Master in Finance,September 2021,Master in Finance September 2021,Male,23,0.0,0.0,Germany,,rejected,2021-03-31,729
1360,2023-03-30,1880,Master in Management,September 2021,Master in Management September 2021,Female,22,0.0,0.0,San Marino,,declined_offer,2021-05-24,675
1361,2023-03-30,1881,Master in Management,September 2021,Master in Management September 2021,Female,22,24.0,2.0,Mexico,,enrolled,2021-06-07,661
1362,2023-03-30,1882,Master in Management,September 2021,Master in Management September 2021,Female,22,0.0,0.0,Estonia,,enrolled,2021-06-30,638
1363,2023-03-30,1883,Master in Marketing,September 2021,Master in Marketing September 2021,Male,23,3.0,0.25,Viet Nam,,declined_offer,2020-12-25,825
1364,2023-03-30,1884,Master in Management,September 2021,Master in Management September 2021,Male,23,0.0,0.0,Pakistan,,rejected,2020-09-11,930
1365,2023-03-30,1885,Master in Management,September 2023,Master in Management September 2023,Female,27,8.0,0.6666666666666666,India,,pending_offer,2023-02-24,34
1366,2023-03-30,1886,Master in Marketing,September 2023,Master in Marketing September 2023,Male,24,5.0,0.4166666666666667,India,,declined_offer,2023-02-04,54
1367,2023-03-30,1887,Master in Marketing,September 2021,Master in Marketing September 2021,Male,25,16.0,1.3333333333333333,Spain,,enrolled,2020-11-29,851
1368,2023-03-30,1889,Master in Marketing,September 2021,Master in Marketing September 2021,Female,22,0.0,0.0,India,,withdrawn,2021-06-07,661
1369,2023-03-30,1890,Master in Finance,September 2023,Master in Finance September 2023,Female,22,18.0,1.5,Italy,,enrolled,2022-12-31,89
1370,2023-03-30,1892,Master in Management,September 2023,Master in Management September 2023,Male,34,0.0,0.0,Brazil,,declined_offer,2023-01-28,61
1371,2023-03-30,1893,Master in Finance,September 2022,Master in Finance September 2022,Male,22,0.0,0.0,India,,declined_offer,2021-12-01,484
1372,2023-03-30,1896,Master in Management,September 2021,Master in Management September 2021,Male,23,12.0,1.0,Nigeria,,declined_offer,2021-08-04,603
1373,2023-03-30,1901,Master in Finance,September 2022,Master in Finance September 2022,Male,21,0.0,0.0,Poland,,rejected,2021-12-02,483
1374,2023-03-30,1902,Master in Management,September 2023,Master in Management September 2023,Female,22,0.0,0.0,China,,withdrawn,2023-01-06,83
1375,2023-03-30,1903,Master in Management,September 2023,Master in Management September 2023,Female,24,15.0,1.25,India,,review_in_progress,2023-03-13,17
1376,2023-03-30,1905,Master in Management,September 2021,Master in Management September 2021,Male,24,16.0,1.3333333333333333,Germany,,declined_offer,2021-01-18,801
1377,2023-03-30,1906,Master in Marketing,September 2022,Master in Marketing September 2022,Male,23,10.0,0.8333333333333334,Russian Federation,,declined_offer,2021-12-08,477
1378,2023-03-30,1907,Master in Marketing,September 2022,Master in Marketing September 2022,Male,25,15.0,1.25,India,,withdrawn,2022-07-19,254
1379,2023-03-30,1909,Master in Finance,September 2023,Master in Finance September 2023,Female,22,0.0,0.0,China,,rejected,2022-11-08,142
1380,2023-03-30,1910,Master in Marketing,September 2022,Master in Marketing September 2022,Male,24,2.0,0.16666666666666666,Germany,,declined_offer,2022-05-22,312
1381,2023-03-30,1911,Master in Management,September 2023,Master in Management September 2023,Female,22,0.0,0.0,Lebanon,,review_in_progress,2023-03-24,6
1382,2023-03-30,1912,Master in Management,September 2021,Master in Management September 2021,Female,24,0.0,0.0,China,,rejected,2020-12-20,830
1383,2023-03-30,1913,Master in Management,September 2023,Master in Management September 2023,Male,22,9.0,0.75,China,,enrolled,2023-02-07,51
1384,2023-03-30,1914,Master in Marketing,September 2022,Master in Marketing September 2022,Female,25,9.0,0.75,India,,rejected,2022-01-12,442
1385,2023-03-30,1915,Master in Marketing,September 2023,Master in Marketing September 2023,Male,25,24.0,2.0,India,,rejected,2022-10-29,152
1386,2023-03-30,1916,Master in Finance,September 2021,Master in Finance September 2021,Male,22,0.0,0.0,Iran,,enrolled,2021-06-30,638
1387,2023-03-30,1918,Master in Marketing,September 2022,Master in Marketing September 2022,Female,27,14.0,1.1666666666666667,China,,rejected,2022-07-02,271
1388,2023-03-30,1920,Master in Management,September 2021,Master in Management September 2021,Male,24,0.0,0.0,India,,withdrawn,2021-06-06,662
1389,2023-03-30,1921,Master in Finance,September 2023,Master in Finance September 2023,Female,21,0.0,0.0,India,,rejected,2023-01-20,69
1390,2023-03-30,1922,Master in Management,September 2021,Master in Management September 2021,Male,22,0.0,0.0,Germany,,declined_offer,2020-11-10,870
1391,2023-03-30,1923,Master in Marketing,September 2022,Master in Marketing September 2022,Male,23,9.0,0.75,Russian Federation,,declined_offer,2022-03-13,382
1392,2023-03-30,1924,Master in Management,September 2021,Master in Management September 2021,Female,22,6.0,0.5,India,,rejected,2020-12-21,829
1393,2023-03-30,1925,Master in Marketing,September 2022,Master in Marketing September 2022,Male,22,17.0,1.4166666666666667,Russian Federation,,enrolled,2022-07-23,250
1394,2023-03-30,1926,Master in Finance,September 2023,Master in Finance September 2023,Male,22,14.0,1.1666666666666667,Germany,,rejected,2023-01-11,78
1395,2023-03-30,1927,Master in Marketing,September 2022,Master in Marketing September 2022,Male,30,24.0,2.0,India,,rejected,2021-10-19,527
1396,2023-03-30,1928,Master in Management,September 2021,Master in Management September 2021,Female,32,0.0,0.0,China,,rejected,2020-10-23,888
1397,2023-03-30,1932,Master in Management,September 2023,Master in Management September 2023,Male,23,0.0,0.0,Ghana,Norway,enrolled,2022-10-18,163
1398,2023-03-30,1933,Master in Finance,September 2021,Master in Finance September 2021,Male,26,36.0,3.0,United States,,rejected,2021-08-04,603
1399,2023-03-30,1934,Master in Marketing,September 2021,Master in Marketing September 2021,Male,23,0.0,0.0,Russian Federation,,declined_offer,2021-02-20,768
1400,2023-03-30,1935,Master in Finance,September 2021,Master in Finance September 2021,Male,25,0.0,0.0,Germany,Russian Federation,rejected,2020-12-02,848
1401,2023-03-30,1936,Master in Marketing,September 2022,Master in Marketing September 2022,Male,24,2.0,0.16666666666666666,China,,enrolled,2021-12-03,482
1402,2023-03-30,1937,Master in Management,September 2023,Master in Management September 2023,Female,21,0.0,0.0,India,,enrolled,2022-10-19,162
1403,2023-03-30,1938,Master in Marketing,September 2022,Master in Marketing September 2022,Male,22,7.0,0.5833333333333334,Russian Federation,,rejected,2021-10-25,521
1404,2023-03-30,1940,Master in Finance,September 2022,Master in Finance September 2022,Female,25,0.0,0.0,China,,on_hold,2022-05-18,316
1405,2023-03-30,1941,Master in Finance,September 2022,Master in Finance September 2022,Male,23,12.0,1.0,France,Poland,declined_offer,2022-03-31,364
1406,2023-03-30,1942,Master in Management,September 2021,Master in Management September 2021,Female,22,0.0,0.0,Spain,,declined_offer,2021-07-27,611
1407,2023-03-30,1945,Master in Finance,September 2022,Master in Finance September 2022,Female,21,0.0,0.0,China,,deferred,2022-07-11,262
1408,2023-03-30,1946,Master in Management,September 2021,Master in Management September 2021,Male,24,0.0,0.0,China,,rejected,2021-05-24,675
1409,2023-03-30,1947,Master in Finance,September 2022,Master in Finance September 2022,Female,22,0.0,0.0,Greece,,declined_offer,2022-05-13,321
1410,2023-03-30,1949,Master in Finance,September 2021,Master in Finance September 2021,Female,23,0.0,0.0,China,Australia,declined_offer,2021-05-07,692
1411,2023-03-30,1950,Master in Management,September 2021,Master in Management September 2021,Female,22,0.0,0.0,Germany,,declined_offer,2021-04-17,712
1412,2023-03-30,1953,Master in Marketing,September 2022,Master in Marketing September 2022,Female,24,14.0,1.1666666666666667,Germany,,enrolled,2021-10-20,526
1413,2023-03-30,1955,Master in Finance,September 2021,Master in Finance September 2021,Female,25,24.0,2.0,Ukraine,,enrolled,2021-03-19,741
1414,2023-03-30,1959,Master in Finance,September 2022,Master in Finance September 2022,Male,24,3.0,0.25,Russian Federation,,rejected,2021-10-09,537
1415,2023-03-30,1960,Master in Management,September 2023,Master in Management September 2023,Female,22,6.0,0.5,Italy,,on_hold,2023-02-28,30
1416,2023-03-30,1962,Master in Management,September 2021,Master in Management September 2021,Male,24,14.0,1.1666666666666667,India,,rejected,2021-04-26,703
1417,2023-03-30,1963,Master in Finance,September 2021,Master in Finance September 2021,Male,23,0.0,0.0,Germany,,rejected,2021-03-07,753
1418,2023-03-30,1964,Master in Finance,September 2021,Master in Finance September 2021,Female,22,0.0,0.0,Taiwan,,enrolled,2020-11-27,853
1419,2023-03-30,1965,Master in Management,September 2023,Master in Management September 2023,Male,23,6.0,0.5,Russian Federation,,enrolled,2022-11-12,138
1420,2023-03-30,1966,Master in Finance,September 2022,Master in Finance September 2022,Female,22,0.0,0.0,China,,declined_offer,2022-03-05,390
1421,2023-03-30,1967,Master in Management,September 2021,Master in Management September 2021,Female,23,3.0,0.25,China,,on_hold,2021-04-21,708
1422,2023-03-30,1968,Master in Marketing,September 2022,Master in Marketing September 2022,Female,23,0.0,0.0,India,,rejected,2022-04-12,352
1423,2023-03-30,1969,Master in Marketing,September 2021,Master in Marketing September 2021,Non-binary,24,2.0,0.16666666666666666,United States,Mexico,rejected,2021-08-07,600
1424,2023-03-30,1970,Master in Finance,September 2021,Master in Finance September 2021,Male,23,10.0,0.8333333333333334,Romania,,on_hold,2021-04-15,714
1425,2023-03-30,1971,Master in Marketing,September 2023,Master in Marketing September 2023,Male,21,8.0,0.6666666666666666,Russian Federation,,pending_offer,2023-03-06,24
1426,2023-03-30,1972,Master in Finance,September 2022,Master in Finance September 2022,Female,26,8.0,0.6666666666666666,Germany,,rejected,2021-12-02,483
1427,2023-03-30,1973,Master in Management,September 2023,Master in Management September 2023,Female,21,0.0,0.0,China,,enrolled,2022-10-28,153
1428,2023-03-30,1975,Master in Management,September 2022,Master in Management September 2022,Female,23,0.0,0.0,India,,declined_offer,2022-07-26,247
1429,2023-03-30,1978,Master in Management,September 2022,Master in Management September 2022,Male,22,0.0,0.0,India,,withdrawn,2022-03-02,393
1430,2023-03-30,1979,Master in Finance,September 2023,Master in Finance September 2023,Female,21,0.0,0.0,China,,on_hold,2023-01-29,60
1431,2023-03-30,1980,Master in Marketing,September 2023,Master in Marketing September 2023,Female,25,0.0,0.0,India,,rejected,2022-11-27,123
1432,2023-03-30,1981,Master in Finance,September 2022,Master in Finance September 2022,Male,21,0.0,0.0,Spain,,rejected,2021-12-30,455
1433,2023-03-30,1982,Master in Marketing,September 2021,Master in Marketing September 2021,Male,22,0.0,0.0,Germany,,rejected,2021-01-15,804
1434,2023-03-30,1984,Master in Marketing,September 2022,Master in Marketing September 2022,Female,22,2.0,0.16666666666666666,Germany,,enrolled,2021-09-10,566
1435,2023-03-30,1985,Master in Management,September 2022,Master in Management September 2022,Female,21,6.0,0.5,China,,declined_offer,2022-05-01,333
1436,2023-03-30,1986,Master in Marketing,September 2021,Master in Marketing September 2021,Male,24,8.0,0.6666666666666666,India,,on_hold,2021-07-27,611
1437,2023-03-30,1987,Master in Marketing,September 2023,Master in Marketing September 2023,Male,24,6.0,0.5,Philippines,,review_in_progress,2023-03-11,19
1438,2023-03-30,1991,Master in Marketing,September 2021,Master in Marketing September 2021,Male,21,0.0,0.0,Russian Federation,,rejected,2021-01-16,803
1439,2023-03-30,1992,Master in Finance,September 2021,Master in Finance September 2021,Female,25,13.0,1.0833333333333333,United Kingdom,,enrolled,2020-11-30,850
1440,2023-03-30,1993,Master in Marketing,September 2022,Master in Marketing September 2022,Female,22,0.0,0.0,India,Germany,withdrawn,2022-05-15,319
1441,2023-03-30,1994,Master in Finance,September 2022,Master in Finance September 2022,Female,21,0.0,0.0,Hungary,,enrolled,2021-09-02,574
1442,2023-03-30,1995,Master in Finance,September 2023,Master in Finance September 2023,Male,24,14.0,1.1666666666666667,Norway,,rejected,2022-12-13,107
1443,2023-03-30,1996,Master in Management,September 2022,Master in Management September 2022,Female,23,0.0,0.0,Hungary,,enrolled,2022-03-27,368
1444,2023-03-30,1998,Master in Marketing,September 2021,Master in Marketing September 2021,Male,22,5.0,0.4166666666666667,Russian Federation,,enrolled,2021-07-25,613
1445,2023-03-30,1999,Online MBA,March 2023,Online MBA March 2023,Male,30,84.0,7.0,Portugal,,declined_offer,2022-03-23,372
1446,2023-03-30,2000,Part-time MBA,October 2021,Part-time MBA October 2021,Male,27,60.0,5.0,Italy,,enrolled,2021-01-17,802
1447,2023-03-30,2001,Online MBA,September 2023,Online MBA September 2023,Female,37,168.0,14.0,Taiwan,,review_in_progress,2023-03-16,14
1448,2023-03-30,2002,Online MBA,September 2022,Online MBA September 2022,Female,32,24.0,2.0,Taiwan,,rejected,2022-06-16,287
1449,2023-03-30,2004,Online MBA,March 2023,Online MBA March 2023,Male,36,168.0,14.0,India,,enrolled,2022-06-28,275
1450,2023-03-30,2010,Executive MBA,October 2021,Executive MBA October 2021,Female,36,120.0,10.0,Germany,,enrolled,2021-01-08,811
1451,2023-03-30,2011,Executive MBA,October 2022,Executive MBA October 2022,Female,35,108.0,9.0,Egypt,,enrolled,2022-03-21,374
1452,2023-03-30,2015,Part-time MBA,October 2023,Part-time MBA October 2023,Male,41,144.0,12.0,Iran,,enrolled,2023-01-14,75
1453,2023-03-30,2018,Executive MBA,October 2021,Executive MBA October 2021,Male,38,132.0,11.0,Poland,,declined_offer,2021-01-08,811
1454,2023-03-30,2019,Online MBA,September 2023,Online MBA September 2023,Male,33,96.0,8.0,Germany,,enrolled,2022-09-25,186
1455,2023-03-30,2023,Executive MBA,October 2021,Executive MBA October 2021,Male,31,24.0,2.0,Brazil,,on_hold,2020-10-06,905
1456,2023-03-30,2025,Part-time MBA,October 2022,Part-time MBA October 2022,Male,40,216.0,18.0,Russian Federation,,enrolled,2022-07-14,259
1457,2023-03-30,2027,Part-time MBA,October 2023,Part-time MBA October 2023,Female,39,180.0,15.0,India,,on_hold,2023-01-03,86
1458,2023-03-30,2028,Executive MBA,October 2021,Executive MBA October 2021,Male,39,228.0,19.0,Russian Federation,,enrolled,2021-04-30,699
1459,2023-03-30,2029,Online MBA,September 2023,Online MBA September 2023,Male,38,180.0,15.0,Germany,,pending_offer,2023-03-08,22
1460,2023-03-30,2033,Executive MBA,October 2023,Executive MBA October 2023,Male,39,144.0,12.0,Russian Federation,,enrolled,2023-02-13,45
1461,2023-03-30,2036,Online MBA,September 2022,Online MBA September 2022,Male,31,108.0,9.0,Norway,,enrolled,2022-08-28,214
1462,2023-03-30,2039,Part-time MBA,October 2021,Part-time MBA October 2021,Male,34,108.0,9.0,Russian Federation,,declined_offer,2021-04-09,720
1463,2023-03-30,2042,Online MBA,September 2022,Online MBA September 2022,Male,31,84.0,7.0,Taiwan,,enrolled,2021-12-01,484
1464,2023-03-30,2048,Part-time MBA,October 2021,Part-time MBA October 2021,Male,40,204.0,17.0,India,,enrolled,2021-03-22,738
1465,2023-03-30,2050,Part-time MBA,October 2021,Part-time MBA October 2021,Female,40,132.0,11.0,India,,declined_offer,2021-04-10,719
1466,2023-03-30,2051,Executive MBA,October 2023,Executive MBA October 2023,Male,33,96.0,8.0,Germany,,enrolled,2022-12-28,92
1467,2023-03-30,2052,Part-time MBA,October 2022,Part-time MBA October 2022,Male,37,180.0,15.0,Greece,,declined_offer,2022-09-12,199
1468,2023-03-30,2053,Online MBA,September 2023,Online MBA September 2023,Male,41,228.0,19.0,Romania,,deferred,2023-02-03,55
1469,2023-03-30,2054,Executive MBA,October 2022,Executive MBA October 2022,Male,26,60.0,5.0,Taiwan,,enrolled,2022-02-12,411
1470,2023-03-30,2057,Part-time MBA,October 2022,Part-time MBA October 2022,Male,32,120.0,10.0,France,,enrolled,2022-07-20,253
1471,2023-03-30,2058,Online MBA,September 2022,Online MBA September 2022,Female,38,156.0,13.0,Korea,,enrolled,2022-07-25,248
1472,2023-03-30,2059,Executive MBA,October 2022,Executive MBA October 2022,Male,34,144.0,12.0,Netherlands,,withdrawn,2021-11-07,508
1473,2023-03-30,2060,Part-time MBA,October 2022,Part-time MBA October 2022,Male,27,48.0,4.0,Sweden,,enrolled,2022-05-07,327
1474,2023-03-30,2061,Part-time MBA,October 2021,Part-time MBA October 2021,Female,33,156.0,13.0,Italy,,enrolled,2020-11-29,851
1475,2023-03-30,2063,Part-time MBA,October 2021,Part-time MBA October 2021,Male,37,204.0,17.0,United States,,enrolled,2020-11-29,851
1476,2023-03-30,2067,Online MBA,September 2022,Online MBA September 2022,Male,32,108.0,9.0,Venezuela,,enrolled,2022-08-10,232
1477,2023-03-30,2071,Executive MBA,October 2021,Executive MBA October 2021,Male,33,132.0,11.0,India,,enrolled,2020-11-23,857
1478,2023-03-30,2073,Part-time MBA,October 2022,Part-time MBA October 2022,Male,35,96.0,8.0,India,,enrolled,2022-02-20,403
1479,2023-03-30,2078,Executive MBA,October 2022,Executive MBA October 2022,Female,38,120.0,10.0,Greece,,withdrawn,2022-03-29,366
1480,2023-03-30,2080,Online MBA,September 2022,Online MBA September 2022,Female,31,36.0,3.0,Belarus,,enrolled,2022-02-23,400
1481,2023-03-30,2082,Executive MBA,October 2021,Executive MBA October 2021,Male,34,168.0,14.0,Germany,,withdrawn,2021-03-20,740
1482,2023-03-30,2083,Executive MBA,October 2023,Executive MBA October 2023,Female,32,108.0,9.0,China,,declined_offer,2022-12-23,97
1483,2023-03-30,2085,Executive MBA,October 2021,Executive MBA October 2021,Female,31,84.0,7.0,China,,enrolled,2020-12-21,829
1484,2023-03-30,2086,Online MBA,September 2022,Online MBA September 2022,Female,32,24.0,2.0,Italy,,enrolled,2021-12-03,482
1485,2023-03-30,2088,Part-time MBA,October 2021,Part-time MBA October 2021,Male,28,60.0,5.0,Russian Federation,,enrolled,2021-05-01,698
1486,2023-03-30,2089,Executive MBA,October 2021,Executive MBA October 2021,Female,39,204.0,17.0,China,,enrolled,2021-04-09,720
1487,2023-03-30,2090,Executive MBA,October 2021,Executive MBA October 2021,Male,36,192.0,16.0,Germany,,enrolled,2020-10-27,884
1488,2023-03-30,2092,Online MBA,March 2023,Online MBA March 2023,Female,32,96.0,8.0,China,,enrolled,2022-10-30,151
1489,2023-03-30,2093,Part-time MBA,October 2021,Part-time MBA October 2021,Male,34,60.0,5.0,China,,rejected,2021-06-27,641
1490,2023-03-30,2095,Part-time MBA,October 2022,Part-time MBA October 2022,Male,35,192.0,16.0,Germany,,enrolled,2022-06-23,280
1491,2023-03-30,2096,Executive MBA,October 2021,Executive MBA October 2021,Male,40,204.0,17.0,Germany,,enrolled,2021-09-14,562
1492,2023-03-30,2098,Executive MBA,October 2021,Executive MBA October 2021,Female,37,120.0,10.0,China,,enrolled,2021-08-21,586
1493,2023-03-30,2102,Online MBA,September 2022,Online MBA September 2022,Female,28,48.0,4.0,Germany,Nigeria,enrolled,2022-08-02,240
1494,2023-03-30,2106,Part-time MBA,October 2022,Part-time MBA October 2022,Female,39,228.0,19.0,Taiwan,,enrolled,2022-05-22,312
1495,2023-03-30,2107,Online MBA,March 2023,Online MBA March 2023,Male,36,144.0,12.0,Sweden,,rejected,2022-08-24,218
1496,2023-03-30,2109,Online MBA,March 2023,Online MBA March 2023,Male,49,240.0,20.0,Russian Federation,,withdrawn,2022-04-26,338
1497,2023-03-30,2111,Online MBA,September 2022,Online MBA September 2022,Male,37,180.0,15.0,Spain,,rejected,2022-06-28,275
1498,2023-03-30,2112,Part-time MBA,October 2022,Part-time MBA October 2022,Female,30,72.0,6.0,Serbia,,enrolled,2022-03-22,373
1499,2023-03-30,2113,Executive MBA,October 2021,Executive MBA October 2021,Male,39,204.0,17.0,Germany,,withdrawn,2021-08-14,593
1500,2023-03-30,2116,Online MBA,March 2023,Online MBA March 2023,Male,34,96.0,8.0,United States,,enrolled,2022-11-05,145
